184,9110
416,9656
420,10474
404,11292
308,11837
248,12656
156,13474
56,14019
128,14837
144,15656
304,16201
356,17019
396,17837
408,18519
424,18656
440,18792
456,18928
448,19474
440,20019
432,20701
344,20837
252,20974
172,21110
168,21656
164,22201
160,22883
136,23019
204,23156
180,23292
184,23837
188,24383
192,25065
312,25201
268,25338
388,25474
384,26019
168,26565
40,27110
112,27383
236,27656
260,27928
168,28201
260,28474
384,28747
392,29292
480,29565
392,29837
448,30110
500,30383
460,30656
400,30928
176,31474
280,31747
272,32019
180,32292
272,32565
392,32837
148,33110
44,33656
120,33928
96,34201
220,34474
212,34747
112,35019
188,35292
188,35974
224,36383
220,36928
216,37474
216,38156
176,38565
180,39110
184,39656
184,40337
284,40747
464,41292
384,41837
384,42519
320,42928
140,43474
172,43747
172,43883
76,44019
276,44565
264,44701
356,44837
376,44974
192,45110
444,45247
176,45383
460,45520
396,45656
112,45793
276,45928
140,46065
444,46201
280,46747
188,46883
160,47019
252,47156
232,47292
264,47428
304,47565
180,47701
144,47837
336,47974
96,48110
380,48247
92,48383
260,48928
352,49065
332,49201
240,49337
428,49474
268,49610
208,49747
408,49883
320,50019
176,50156
472,50292
116,50428
408,50565
332,51110
292,51247
208,51383
220,51519
236,51656
288,51792
160,51928
408,52065
108,52201
332,52337
388,52474
332,52610
312,52747
408,53292
268,53428
64,53565
204,53701
92,53837
128,53974
180,54110
164,54247
304,54383
256,54519
352,54656
340,54792
92,54928
256,55474
236,55610
364,55747
344,55883
424,56019
460,56156
336,56292
364,56428
256,56565
272,56701
148,56837
336,56974
144,57110
60,57656
200,57792
272,57928
412,58064
204,58201
356,58337
128,58474
404,58610
144,58747
280,58883
288,59019
200,59156
112,59292
264,59837
312,59974
200,60110
404,60247
456,60383
456,60519
448,60656
400,60792
372,60928
280,61065
188,61201
96,61337
112,61474
304,61883
264,62019
300,62156
324,62292
300,62428
400,62565
300,62701
236,62837
384,62974
112,63110
131,63247
324,63383
300,63519
468,63656
440,64201
256,64337
420,64474
256,64610
384,64747
256,64883
320,65019
340,65156
124,65292
140,65428
332,65565
316,65701
92,65837
200,66383
236,66519
268,66656
236,66792
344,66928
236,67065
168,67201
376,67337
144,67474
376,67747
216,68019
232,68292
164,68428
340,68565
164,68837
292,69110
212,69519
120,69656
212,69928
116,70201
132,70610
24,70747
292,70883
40,71019
296,71156
48,71292
348,71428
360,71837
256,71974
256,72110
120,72247
384,72383
488,72928
452,73201
432,73337
272,73474
300,73610
292,74019
316,74156
176,74292
368,74428
152,74565
52,75110
68,75383
252,75519
208,75656
388,75792
408,76201
48,76337
272,76474
192,76610
156,76747
208,77156
208,77292
176,77565
272,77837
488,78247
488,78383
476,78656
476,78792
476,78928
232,79337
140,79474
216,79747
216,79883
80,80156
80,80292
304,80701
312,80974
312,81110
380,81519
232,81656
460,81928
460,82065
124,82337
124,82474
96,82747
108,82883
88,83292
40,83701
204,83837
104,84110
280,84247
448,84519
264,84656
300,84928
336,85201
336,85337
336,85474
100,85883
20,86019
112,86292
44,86565
260,86974
332,87110
228,87383
420,87656
468,88065
252,88201
336,88474
168,88610
225,88883
280,89019
124,89292
152,89428
316,89565
316,89701
60,89837
28,90247
188,90383
104,90656
364,90792
320,91065
