400,154
400,383
240,841
80,1299
240,2216
464,2903
256,3590
176,4048
96,4277
80,4506
184,4964
384,5880
400,6567
96,7483
48,7941
96,8399
144,8628
192,9773
240,10002
288,10231
416,10918
256,11605
256,11834
224,11948
192,12063
160,12177
128,12292
256,14124
480,14811
432,15040
353,15498
273,15727
224,15956
96,17559
16,17788
256,18704
256,18933
256,19162
256,19620
480,22368
256,23055
192,23284
48,23742
224,24429
288,25116
320,25231
464,26032
400,26261
368,26376
208,26948
48,27406
80,27635
160,27864
208,28322
256,28551
304,28780
384,29009
424,29124
464,29238
352,30040
320,30383
256,31070
112,31528
48,31757
112,32445
144,32559
208,32788
240,32903
400,33361
368,33819
448,34277
320,34735
272,34964
272,35193
224,35422
64,35880
240,36567
384,37025
320,37483
176,37941
112,38170
186,38857
336,39315
384,39544
432,39773
480,40002
320,40689
192,41147
48,41834
96,42063
304,42750
352,42979
480,43437
432,43666
496,43895
304,44582
368,44811
176,45498
240,45727
352,47101
352,47330
352,47559
256,47674
256,49391
256,49620
384,50078
416,50536
352,50765
64,51681
32,51910
64,52139
368,52826
224,53513
304,53971
384,54200
464,54429
416,54887
384,55574
352,55803
48,56490
416,57406
464,57864
416,58322
368,58551
288,59696
256,59811
224,59925
240,60154
112,60841
272,61528
272,61757
304,61871
336,61986
368,62100
400,62216
368,63819
336,64048
160,64735
64,65193
112,65422
352,66338
272,66567
192,66796
352,67483
432,68170
320,68628
240,68857
160,69086
48,69544
128,70231
208,70460
432,71147
96,72063
48,72521
96,72979
144,73208
192,74353
216,74467
240,74582
288,74811
416,75498
256,76185
256,76414
224,76528
192,76643
160,76757
128,76872
256,78704
480,79391
432,79620
353,80078
273,80307
224,80536
96,82139
16,82368
256,83284
256,83513
256,83742
256,84200
