74,629
222,1743
375,2856
328,3414
328,3553
342,3971
198,4807
52,5085
96,5642
81,6060
291,6757
277,7035
421,7314
497,8706
493,8985
499,9542
281,10656
6,11771
94,12328
94,12467
85,12885
280,13720
335,13999
416,14556
486,15113
341,15670
341,15810
192,16506
241,16784
263,17342
134,18177
66,18489
7,19060
130,19631
205,19898
275,20175
316,20490
256,20648
46,22802
190,23293
394,23785
437,24277
233,24769
77,25261
62,25752
220,26244
244,26736
396,27228
349,27720
304,28211
243,28703
135,29195
79,29687
243,30179
109,30424
277,30670
282,31162
190,31408
365,31654
190,32146
55,32515
55,32638
113,33129
32,33375
195,33621
373,34113
459,34482
459,34605
416,35097
304,35342
199,35588
210,36080
116,36449
116,36572
5,37064
44,37310
210,37556
338,37924
338,38047
178,38293
241,38539
444,39277
444,39400
444,39523
359,40015
394,40506
184,41244
116,41490
137,41859
137,41982
98,42474
294,43211
344,43457
422,43949
433,44441
243,45179
162,45424
166,45916
1,46408
43,46900
162,47146
159,47268
156,47391
281,47638
174,47883
318,48375
38,49113
51,49236
53,49359
43,49605
162,49851
390,50342
439,50588
316,50834
403,51080
241,51326
331,51572
470,51818
249,52310
249,52433
249,52556
322,52802
123,53293
100,53785
100,54277
74,54769
215,55015
215,55138
215,55261
350,55752
398,56244
253,56736
155,57228
126,57474
41,57720
210,58211
92,58703
248,58949
248,59072
248,59195
477,59687
316,59933
485,60179
477,60670
316,60916
298,61162
426,61531
426,61654
203,62146
181,62638
77,62883
77,63006
77,63129
361,63621
77,64113
54,64605
185,64851
65,65097
188,65342
311,65588
510,66080
381,66572
512,66818
285,67064
432,67556
324,67802
147,68539
52,69031
33,69277
33,69400
33,69523
146,69769
241,70015
34,70506
207,70998
163,71490
336,71982
325,72474
498,72966
165,73457
252,73703
424,73949
256,74072
186,77883
10,78375
463,78867
231,79359
453,79851
357,80097
312,80342
312,80465
157,80834
357,81326
130,81818
57,82064
213,82310
161,82679
512,83293
416,83539
302,83785
512,84277
154,84769
66,85261
35,85506
35,85629
35,85752
182,86244
246,86736
384,87228
290,87720
374,87965
466,88211
466,88334
464,88703
328,89195
208,89687
96,89933
225,90179
208,90670
357,90916
197,91162
197,91285
397,91654
221,91900
422,92146
313,92392
253,92638
512,92883
221,93129
377,93375
377,93498
377,93621
511,94113
264,94605
47,95097
400,95588
391,95834
416,96080
