176,2784
484,4033
256,5294
332,6231
388,6544
256,7794
196,8419
124,8731
84,9044
216,9993
292,10305
484,11555
192,12805
284,13743
360,14055
472,14993
468,15305
396,15930
328,17180
196,17786
308,18723
380,19036
468,19973
408,20286
456,21223
400,21536
256,22152
108,22777
168,23715
180,24027
24,25306
240,26243
308,26556
340,27806
208,28743
132,29056
256,30285
148,32806
276,33743
348,34056
356,34993
372,35306
160,36243
88,36556
148,37806
324,39056
463,40306
352,41243
280,41556
40,42806
40,43118
40,43431
160,44056
344,45306
358,46243
280,46556
148,47493
120,47806
248,48743
324,49056
400,49681
424,50306
252,51243
176,51556
48,52806
256,53743
332,54056
484,54681
500,55306
208,56556
72,57493
96,57806
256,58743
317,59056
414,59681
396,60306
256,61243
189,61556
92,62806
184,63431
376,64368
420,64681
444,65306
256,66243
209,66556
112,67806
256,68743
328,69056
256,70306
360,72806
460,73431
208,74368
116,74681
8,75306
176,75918
264,76230
292,76543
304,77480
208,77806
56,78431
236,79056
464,79993
440,80306
256,81243
201,81556
37,82806
331,84056
256,85306
120,95306
48,96556
324,97806
392,99056
256,100306
380,101243
316,101556
104,102493
32,102806
76,103743
144,104056
364,105306
148,106243
200,106556
412,107493
364,107806
296,108743
220,109056
336,110306
132,111243
92,111556
296,112493
336,112806
464,113743
424,114056
192,115306
36,116243
78,116556
320,117806
433,119056
244,119993
196,120306
196,121556
60,122806
76,124681
196,125306
340,125931
448,126556
480,127181
316,127806
160,128431
120,129056
104,129681
256,130306
304,131556
468,132181
256,132806
332,137806
256,138431
180,139056
332,139681
440,140306
256,141243
186,141556
32,142806
208,144056
160,145306
288,146243
340,146556
372,147806
304,148743
232,149056
96,150306
140,151243
188,151556
413,152806
340,153743
272,154056
92,155306
292,156243
360,156556
464,157806
256,158743
197,159056
48,159681
52,160306
256,161243
304,161556
400,162181
256,162806
308,164056
256,165306
196,167806
60,168431
232,169056
396,169681
368,170306
200,170931
100,171556
60,172493
140,172806
324,173431
364,174056
256,175306
256,179250
72,180500
256,181437
326,181750
400,183000
300,184250
300,185500
92,186437
68,186750
96,188000
168,188937
244,189250
380,190500
372,191437
324,191750
99,193000
168,193937
196,194250
380,195500
232,196437
160,196750
36,198000
256,198937
328,199250
477,199875
468,200500
268,201437
200,201750
96,202375
236,203000
460,204250
468,205500
187,206750
256,207531
