18,5072
71,5572
206,6822
229,7072
285,8072
367,8572
310,10072
140,11072
64,11572
101,12572
178,13072
334,14072
416,14572
396,15572
303,16072
214,17072
136,17572
77,18822
114,19072
279,20072
357,20572
291,22072
226,22572
43,23572
72,24572
135,25072
297,26072
307,26572
456,27572
459,28072
327,29072
264,29572
80,30572
49,31072
46,32572
199,33572
277,34072
199,35572
112,36572
189,37072
252,38072
324,38572
487,39572
511,40072
456,41072
440,41572
297,42572
218,43072
294,44572
277,45572
280,46072
200,47572
122,48072
108,49072
379,50572
290,51572
246,52072
167,53072
74,53572
81,54572
150,55072
187,55572
333,56572
417,57072
444,57572
369,58072
259,59322
228,59572
162,60572
81,61072
117,62572
183,63072
345,64072
299,65072
253,65572
94,66572
89,67072
215,68072
285,68572
436,69572
483,70072
417,71572
281,72572
209,73072
1,74572
48,75572
115,76072
259,77072
315,77572
369,79072
405,79572
409,80572
310,81572
246,82072
62,83072
33,83572
83,84572
165,85072
104,86572
146,87572
231,88072
158,89572
163,90572
221,91072
400,92072
458,92572
374,93572
291,94072
23,95572
69,96572
146,97072
276,98072
350,98572
472,99572
455,100072
271,101072
216,101572
313,103072
218,104072
154,104572
4,105572
71,106072
254,107072
278,107572
443,108572
475,109072
417,110072
346,110572
167,111572
84,112072
44,113072
123,113572
205,114072
351,115072
427,115572
389,116572
256,116822
